Subject,Having_IP,Having_At_Symbol,Prefix_Suffix,URL_Length_Long,HTTPS_Token_in_URL,Suspicious_TLD,Shortening_Service,Contains_Password_Field,Domain_Old(>12mo),Alexa_Popular,label
Re: [R] Merging two datasets,1,0,0,0,0,0,0,0,1,1,0
Re: kurila 1.3 released,0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,0,0,1,0,0,1,1,0
Re:,1,1,0,1,0,0,1,0,1,0,1
"[spambayes-dev] Major change to the website front page - feedback	please",0,0,0,1,0,0,0,0,1,1,0
You our client!,0,0,1,0,0,0,1,1,0,1,1
Re: [ie-rant] Perlico,0,0,1,0,0,0,0,0,1,1,0
"Re: Clearly bogus false positives -- on ""abuse"" contact point, no less",0,0,0,1,0,1,0,0,1,1,1
Re: Postfix does not permit piping mails to command,0,0,0,0,0,0,0,0,1,1,0
Online Drugstore Announce Discounts,1,0,1,1,0,0,0,0,1,1,1
"Re: Exporter::Simple (was Re: BBC(Bleadperl Breaks CPAN) Where are	we now (5.10.0-RC1 time))",0,0,0,0,0,0,0,0,1,1,0
mp3 Kick-up for 2f022b9a8b9a28309e48e65b932e7af7 ,0,1,1,0,0,1,0,0,1,1,1
Re: [Python-3000] Spooky behavior of dict.items() and friends - Important,0,0,0,1,0,0,0,0,1,1,0
SOLD OUT -- -Do you want Rolex? or any other extra watch?    4nt,0,0,1,0,1,1,0,0,1,0,1
CNN.com Daily Top 10,0,1,0,0,0,0,0,0,1,1,1
"[Spambayes-checkins] SF.net SVN: spambayes: [3170]	trunk/spambayes/scripts/sb_imapfilter.py",0,0,0,0,0,0,0,1,1,1,0
Re: [Python-Dev] Auto-Assignment,0,0,0,0,0,0,0,0,1,1,0
Enlarge your pecker with cutting-edge technology,0,1,1,0,0,1,0,0,1,1,1
[UAI] Special Issue on Chance Discovery,0,0,0,0,0,0,0,0,1,1,0
"Teco Industry is in the business of corn, wheat, paddy, and",0,1,1,0,0,0,0,0,1,1,1
fashionable replica watches   ,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Love package at a low prices,1,0,1,0,0,0,0,0,1,1,1
Re:,0,0,1,0,0,1,1,0,1,1,1
Here is Your Ecard - Action needed,0,0,0,1,0,1,0,1,1,1,1
Re: [opensuse] ext3 check forced = frustration,0,0,0,0,0,0,1,0,1,1,1
Re: [FoRK] interesting video on Hillary,0,0,0,0,1,1,0,0,1,1,1
Auth sub - get email (not the ever changing session token),0,0,1,0,1,0,0,0,1,1,1
buy now Viagra 50mg x 10 pills $6.00 per pill,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,1,1,0,0,0,0,0,1,1,1
"Re: [Python-Dev] Documentation for ability to execute zipfiles &	directories",0,0,0,0,0,0,0,0,1,1,0
Domain Name SPAM,0,0,0,0,0,0,0,0,1,1,1
For men with low libidos,0,0,0,0,0,0,0,0,0,1,0
New OldFriends members,0,0,0,0,0,0,0,0,1,1,0
"Re: [Python-Dev] py3k: print function treats sep=None and end=None	in	an unintuitive way",1,1,0,0,1,0,0,0,1,1,1
 say,0,0,0,0,0,0,1,1,1,1,1
Compare Top 5 Penis Enlargers,0,0,1,1,1,1,0,1,1,1,1
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,0,0,0,0,0,0,0,0,1,1,0
$99.95 Viagra 100mg x 30 pills,1,1,1,0,1,0,0,0,1,1,1
[Bug 5493] [review] sa-compile not correctly parsing escaped backslashes - Action needed,0,1,1,0,0,0,0,0,1,1,1
Webcast Roundup: Improving Applications Management: An Early Warning System for Web Application Performance Problems and more,0,0,0,0,1,0,0,1,1,1,1
You've received an E-Greeting,0,0,0,1,1,1,1,0,1,1,1
"[BadTomatoes] Please moderate: ""Bees, ogres, and a house full of kids""",0,1,0,0,0,0,0,1,1,1,1
Re:,0,0,0,0,0,0,0,0,1,1,0
Enjoy The Sex Life You Deserve,0,0,0,0,0,0,0,0,1,1,0
Re: ,0,0,1,0,0,0,1,0,1,1,1
"Whole world popular, helping many people.",0,0,0,0,1,0,0,1,1,1,1
Embed JavaScript in Wiki,0,0,0,0,0,0,0,0,1,1,0
re: ????????! ?????????? ??????????? ????,0,0,0,0,1,1,1,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,1,0,0,1,1,0
"[Perl Jobs] E COMMERCE APPLICATION DEVELOPER (onsite), United States, New York, Manhattan",0,0,0,0,0,0,0,0,1,1,0
First-class replica watches at Replica Classics ,1,0,0,0,0,0,0,0,1,1,1
SOA and XTP | Fuzzy SOA | SOA & Camel,0,0,0,0,0,0,0,0,1,1,0
Order Rolex Replica //atches 0nline!   ,1,0,0,1,1,0,0,0,1,1,1
A wide selection of most popular goods for health online.,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
A Digital Card from someone who cares.,1,0,0,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,1,0,0,0,0,0,1,0,1
Re: [Python-Dev] First green Windows x64 buildbots!,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,1,0,0,0,0,0,0,0,1,1,0
From Reid Cordero,0,0,1,0,1,1,0,0,1,1,1
Most reliable replica from Patek Philippe ...   ,0,0,0,0,0,0,0,0,1,1,0
RE: 6 Monthly Report,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,1,0,1,0,0,0,1,0,1
Re: help - Important,0,0,0,0,0,0,0,0,1,1,0
Mot of your heal coms from good mds.,0,0,0,0,0,0,1,1,1,1,1
Return your self-estteme with blue pilule.,0,0,0,0,1,0,0,0,1,1,0
"Replica watches, pens, bags and more... Cheap luxury gifts ...    - Urgent",0,0,0,0,0,1,0,1,1,1,1
[UAI] 2nd CFP: IIWeb @ WWW2006: Information Integration on the Web,0,0,0,0,0,0,0,0,1,1,0
For:d5eeaaaa950506b2334aec75bd0009dd Britney and Paris Lesbian video,1,0,1,0,0,1,0,0,1,1,1
failover for check_policy_service,0,0,0,1,0,0,0,0,1,1,1
Re: [python-win32] WABAccess help ...,0,0,0,0,1,1,0,0,1,1,1
Your Gardener's News for March,0,0,0,0,1,0,0,0,1,1,1
Re: [Python-3000] the release gods are angry at python,1,0,1,0,0,0,0,0,1,1,1
Re: ,0,0,0,0,1,0,1,0,1,1,1
Your receipt #5859028869,0,1,0,0,1,1,0,0,1,1,1
Re: [PATCH] t/comp/opsubs.t,0,0,0,0,0,1,1,0,1,1,1
Don?t let her leave discontented,0,0,0,0,0,0,0,1,1,1,1
"Re: [FoRK] I'd love to do this, and I'm afraid to do this...",0,0,0,1,0,0,0,0,1,1,0
High Quality Rolex  //atches!  apxfm zyecq ozjaiz,0,0,0,1,0,1,1,0,1,1,1
[PownceAPI] n00b questions about posting files,0,1,1,1,0,0,0,0,0,1,1
"Re: [python-win32] Iron Python and Visual Basic 2005 (or2008)	Express",0,0,0,1,0,1,0,0,1,1,1
Re: [Python-Dev] PEP 8: Discourage named lambdas?,0,0,0,1,0,0,0,1,1,1,1
Generate the best love results here,0,0,0,0,0,0,0,1,1,1,1
These nurses are flaming hot,0,0,0,1,0,1,1,1,1,1,1
BBC(Bleadperl Breaks CPAN) Today: File::MMagic::XS (0.09002),0,0,1,0,0,1,0,0,1,1,1
ANN: Evoque - managed eval-based templating,0,0,0,1,0,0,1,1,1,1,1
Astrology.com: BabyScopes,0,0,0,0,0,0,0,0,1,1,0
I love to bang her,0,0,0,0,0,0,0,0,1,1,0
PhentrimineHealthyLifeMoneybackPolicy,0,0,0,0,0,0,0,1,1,1,1
Want to get acquainted,0,0,0,0,0,0,0,0,1,1,0
"Re: [opensuse] SCO, still a potential problem for Novell? - Urgent",0,0,0,0,1,0,0,0,1,1,1
First-class replica watches at Replica Classics ,0,0,0,0,0,0,0,0,1,1,0
Store for Man's,1,0,0,0,1,0,0,0,1,1,1
Proven Effective for 72 Hours.,0,0,0,0,0,0,0,0,1,1,1
[Bug 5675] TextCat sidesteps 'what if I DON'T like language X?',0,0,0,0,0,0,0,0,1,1,0
All Your Breast Enlargement Info From Top Breast Enlargement Sites.,0,0,0,0,0,0,0,0,1,1,0
Rolex is not for all. Is it for you ?   ,0,1,0,1,0,0,1,1,1,1,1
Emerging Technologies Tuesday Update (03/04/2008),0,0,0,0,0,0,0,0,1,1,0
Reliable software only!,0,0,0,0,0,0,0,0,1,1,0
Spacious presents for your loved people - Action needed,1,0,0,0,0,0,0,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: Code freeze - Urgent,0,0,1,1,0,0,1,1,1,1,1
CNN.com Daily Top 10,0,0,1,0,1,0,0,0,1,1,1
Sender restrictions,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,1,0,1,0,0,0,0,1,1,1
Re:,0,0,0,0,0,0,0,0,1,1,0
These nurses are flaming hot,0,0,0,0,0,0,0,0,1,1,0
Re:,0,0,0,1,0,1,0,1,1,1,1
Re: [opensuse]  Re: mounting usb pendriver - openSUSE10.3 / vmware - dmesg doesn't show /dev/<what>,0,0,0,0,0,1,0,1,1,1,1
Super bartlett proposition,1,1,1,1,1,0,0,0,1,1,1
svn commit: r587545 - in /spamassassin/trunk: lib/Mail/SpamAssassin/Plugin/BodyRuleBaseExtractor.pm t/re_base_extraction.t,0,0,0,0,1,0,0,1,1,0,1
From Laurence Zavala,0,0,1,0,0,0,0,1,1,1,1
Re: [R] R CMD check message that I can't figure out (.onLoad failed),0,0,0,0,0,0,0,0,1,1,0
Viagra 100mg x 10 pills buy now,0,0,0,0,1,0,0,1,0,1,1
Re: [opensuse] Upgrade 10.2 to 10.3 failure,0,0,0,0,0,0,0,0,1,1,0
[Bug 5671] spamd child processing timeout causes children to hang - Important,0,0,0,0,1,0,0,0,1,1,1
Have a great  sex life . - Urgent,0,0,0,0,0,0,0,0,1,1,1
[UAI] Conference on Email and Anti-Spam Preliminary Call for Papers,0,1,0,1,0,0,0,0,1,1,0
Your Account with Google AdWords.,0,1,0,1,0,0,0,1,1,1,1
Replica Rolex Watches ! SAVE Big !,0,0,0,1,0,0,0,0,1,1,1
"[Spambayes-checkins] spambayes CHANGELOG.txt,1.59,1.60",0,0,0,0,0,0,0,0,1,1,0
Replica Classics trendy replica watches for you   ,0,0,0,0,0,0,1,1,1,1,1
With Vacheron Constantin replica watch time becomes ...   ,1,0,0,0,0,0,0,1,1,1,0
Encouraging news for man?s health!,0,0,0,0,1,0,0,0,1,1,1
"Re: [FoRK] I'd love to do this, and I'm afraid to do this...",1,0,0,0,0,0,0,0,1,1,0
[opensuse-announce] Reminder: openSUSE project meeting - 2008/02/20 - 13:00 CET (12:00 GMT),0,0,0,0,0,0,0,0,1,1,0
Re: PathTools beta for testing,0,0,0,0,0,0,0,0,1,1,0
You our client!,0,0,0,0,0,0,0,0,1,1,0
Please re-submit your payment information. - Important,0,1,0,0,0,1,0,0,1,1,1
"Trendy replica watches Famous brands, top quality  ",0,0,0,0,0,0,0,0,1,1,1
Local Area Employee Searching Notice,0,0,0,0,0,0,0,0,0,0,0
Re:,0,0,0,0,0,0,0,0,1,0,0
Be a dream of all beauties in the town!,0,1,0,0,1,0,0,0,1,1,1
Slideshow Block,0,0,0,1,0,1,1,0,1,1,1
Re: [Python-3000] Displaying strings containing unicode escapes,1,0,0,0,0,0,0,0,1,1,0
HQ copies of classic watch brands,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [PownceAPI] Working with oAuth - Please verify,0,1,0,1,0,1,0,0,1,1,1
Time to get it bigger,0,0,1,0,0,0,0,0,1,1,1
[Bug 5813] [review] several TLDs are not parsed by URI text scanner in PerMsgStatus.pm,0,0,0,1,0,1,0,1,1,1,1
"Re: [Python-Dev] unittest's redundant assertions: asserts vs.	failIf/Unlesses",0,0,0,1,0,0,0,0,1,1,1
Netball Thursday nights - Important,0,0,0,0,0,0,0,0,1,1,0
Re: [FoRK] New hypotheses,0,0,0,1,0,0,0,0,1,1,1
Unique men's health shop,0,0,0,1,0,0,1,0,1,1,1
;) Look presentation New!!!,0,0,0,1,0,1,0,1,1,1,1
Luxurious costume replica watches at ...   ,0,0,0,0,1,0,1,0,1,1,1
"Linux Journal Weekly News Notes - March 5, 2008",0,1,0,1,0,0,0,0,1,1,1
Re: [cw-discuss] Question About Crossover Games,0,0,1,0,0,0,0,1,1,1,1
"[Perl Jobs] Perl-Coding Test Subjects Needed for ThinkGeek Science Experiment (onsite), United States, Virginia, Fairfax",0,0,0,1,0,0,0,0,1,1,1
[UAI] CFP: Changes'05 -- Workshop on Constraint Solving under Change and Uncertainty at CP2005,0,0,0,1,1,1,0,0,1,1,1
Face your new mate without fear,0,0,0,0,0,0,0,0,1,1,0
Re: Past LC comments on draft-ietf-geopriv-http-location-delivery-08,0,0,0,0,0,0,0,0,1,1,1
100mgPharmacyForOurCustomers,0,0,0,1,0,0,0,0,1,1,0
Re: [Python-Dev] configure error: "rm: conftest.dSYM: is a directory",0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] VirtualBox OSE problmes with openSUSE 10.3,0,0,0,0,0,0,0,0,1,1,0
[Spamassassin Wiki] Update of "UserPreferences" by jacob2171 - Please verify,0,0,0,0,0,1,1,1,1,1,1
"ietf-dkim Digest, Vol 107, Issue 10",0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Consultants recommended product for men,1,0,0,1,1,0,0,0,1,1,1
Shocking video Demi Moore - Important,0,0,0,0,0,0,0,0,1,1,0
The bigger tool,1,0,0,0,1,0,1,0,1,1,1
Do You Need a SOA Enforcer?,0,0,0,0,0,0,0,0,1,1,0
Find the right place to order medications online .,0,0,0,1,0,0,0,0,1,1,1
Fun fun fun,0,0,0,0,0,0,0,0,1,1,0
Amazingly fast payouts,0,1,0,0,0,0,1,0,1,1,1
Dont let failures in bed be your nightmares anymore.,0,0,0,0,0,0,0,0,1,1,0
Re: Re[ydn-delicious] name/Delete Tag Function Not Working,0,0,0,0,0,1,0,0,1,1,0
Re: [opensuse] NFS background mounts - Urgent,0,1,1,1,1,1,0,0,1,1,1
Re: [Python-Dev] Reminder: last alphas next Wednesday 07-May-2008,0,1,0,0,0,0,0,0,0,1,1
Re:,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] range() issues - Important,0,1,0,0,0,0,0,1,1,1,1
Re: [opensuse] S-ATA hardware RAID controller,0,0,0,0,0,0,0,0,1,1,0
View Our Wholesale Rolex Replica Watches Today,1,1,0,0,1,1,0,0,1,1,1
CNN Alerts: My Custom Alert,0,1,0,0,0,1,1,0,1,1,1
[linux-dell-laptops] Digest Number 2651,1,0,0,0,0,0,0,0,1,1,1
EmedsWorldwideShippingNewOffer,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,1,0,0,0,0,1,1,1,1
[UAI] Constraints Journal: Special issue on Local Search in Constraint Satisfaction,0,0,1,0,0,0,0,0,1,1,1
Re: [Python-Dev] Complexity documentation request,0,0,1,1,1,0,1,1,1,1,1
"Navigation System = $99.99, iPod Car Charger = $8.99, Sony Pocket PC, Seagate Hard Drive,..",0,0,0,0,0,0,0,1,1,1,1
You do not want to buy unknown them at strange stores - Urgent,0,0,0,0,0,0,0,0,1,1,1
Extensive range of watch models,0,0,0,0,0,0,0,0,1,1,0
RE: [ie-rant] calling all nerds,0,0,0,0,1,0,0,0,1,1,1
"Try and living up to them, to you will seem spent all seems for nothing",0,1,1,1,0,0,0,0,1,1,1
[UAI] TSD 2008 First Call for Papers,1,0,0,0,0,0,0,0,1,1,0
fashionable replica watches,0,0,0,0,0,0,0,0,1,1,0
[python-win32]  Accessing a Remote Registry....,1,1,0,0,0,0,0,0,1,1,1
Adding Sound to your Slideshow,0,0,0,0,0,0,0,0,1,0,0
$89.95 Price for 50mg x 30 pills - Please verify,1,0,0,0,0,0,0,1,1,1,1
Replica Rolex Swiss Watches   ,0,0,0,0,1,0,0,0,1,1,0
Internet Explorer 7,0,0,0,0,0,0,0,1,1,1,1
Sync iTunes libraries on multiple computers - - TuneRanger Just $19.99,0,0,0,0,0,0,0,0,1,1,0
Looking for really effective non-surgery penis enlargement method? lpf kdjtta bgvas,0,0,1,0,1,0,0,1,1,1,1
[UAI] Special session on Bayesian Networks / Evidential Networks / Markov decision Process,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] [Python-3000] the release gods are angry at python,0,0,0,0,0,0,1,0,1,1,0
From Ericka Heath,0,0,0,0,0,0,1,0,1,1,1
[PATCH] File::Path 2.02,0,0,0,0,0,0,0,1,1,1,0
Question about header_checks,0,0,0,0,1,0,0,1,1,1,1
[perl #47529] Calling sort within another sort breaks the namespace of $a and $b  - Urgent,0,1,0,1,0,1,0,0,1,1,1
Tried vacuum pumps and other advertised methods without success ?,0,0,1,0,0,0,0,1,1,1,1
From Latasha Faulk,0,0,0,0,0,0,0,0,1,1,1
Re: maidrop error: Unable to open mailbox (why?),1,0,0,0,0,1,0,1,1,1,1
Re: [ie-rant] Re: pubs.,1,1,1,0,0,0,1,0,1,1,1
Re: [opensuse] openSUSE 11.0 and the Non-ready KDE4,1,1,1,0,1,1,0,0,1,1,1
"Save 32% at Amazon.com on ""Speed Racer/Racer X: The Origins	Collection"" by Tommy Yune",0,1,0,0,0,0,1,1,1,1,1
Policy Patrol quarantine report  *LUXIO*,1,0,1,0,0,0,1,1,1,1,1
Re: [Python-Dev] Equality on method objects,1,0,1,1,0,0,1,0,1,1,1
Health world,0,1,0,0,0,0,0,1,1,1,1
Fondle all her internal nerve endings,0,0,0,0,0,0,0,0,1,1,0
CNN Alerts: My Custom Alert - Urgent,0,1,0,0,0,0,0,0,1,1,1
Re: Change 32008: Upgrade to CPAN 1.9203,0,0,0,0,0,0,0,0,1,1,0
Interesting Herbal Deals,0,0,0,0,1,1,0,0,1,1,1
[UAI] ECML-PKDD Discovery Challenge 2006: Call for Participation,1,1,1,0,0,0,1,0,1,1,1
Finally your new healthy life. BE,0,0,0,0,0,0,0,0,1,1,0
[Slashdot] Stories for 2008-03-28 - Important,0,0,0,0,0,0,0,1,1,0,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Encouraging news for man?s health!,0,0,0,0,1,0,0,0,1,1,1
Please submit your payment information.,0,0,1,0,0,1,0,0,1,1,1
Smoke [5.8.8] 32298 FAIL(M) MSWin32 WinXP/.Net SP2 (x86/2 cpu),1,1,0,1,0,1,1,0,1,1,1
[ILUG] WD MyBook World Edition - ssh access fix,0,1,0,0,0,0,0,0,1,1,1
Re: [opensuse] Hopefully simple printing question - Please verify,0,0,0,1,0,1,0,0,1,1,1
Trust in the basic instinct ci cqr w - Important,0,0,0,0,0,1,0,0,1,1,1
[python-win32] OT: Version in EXE ...,0,0,0,0,0,0,0,0,1,1,1
"First Glance Webcast, Videocast & Podcast: Take steps to meet company security policies, prevent data leakage and ensure industry compliance on the System i network and more",0,0,0,0,0,0,0,0,1,1,0
From Amelia Carver,0,1,0,0,1,1,0,0,1,1,1
Re: [Python-3000] Using *a for packing in lists and other places,0,0,0,0,0,0,0,0,1,1,0
Goodiest davy offer,0,0,0,0,0,0,0,0,1,1,0
RE: Extension Form,1,0,0,0,1,0,0,0,1,1,1
High Quality Rolex  //atches!  vzzzj g fckam,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,1,0,0,0,1,1,1,1,1
Check Out The Best Pills for Your Health,1,0,0,0,0,0,0,0,1,1,1
RE: Hold mail delivery,0,0,0,0,0,0,0,0,1,1,0
From Simon Murphy,1,0,1,1,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [ILUG] Advice on Anti-Spam Strategy/Blocking Software,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Should int() and float() accept bytes?,0,0,0,1,0,1,0,1,1,1,1
Re: patch to extract license data,1,0,1,1,0,0,0,0,1,1,1
Trade Me -- Please place feedback,0,0,1,0,0,0,0,0,1,1,0
Re: Relaying Denied,1,0,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Displaying strings containing unicode escapes,1,0,0,1,0,0,0,0,1,1,1
These nurses are flaming hot,0,0,0,0,0,0,0,0,1,1,0
All will be as you wont,1,1,0,1,0,0,0,0,0,1,1
helpful for your health. - Action needed,0,0,0,0,0,1,0,0,1,1,1
Thank You!,0,0,1,0,0,0,0,0,1,1,0
[Fwd: for tha g33kz] - Please verify,0,1,0,1,1,0,0,0,1,1,1
"[Spambayes-checkins] spambayes/spambayes dnscache.py,1.3,1.3.2.1",0,0,0,0,0,0,0,0,1,1,0
Salmon vs supplements - we are looking for volunteers....,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,1,0,0,0,1,1,1,0,0,1,1
CNN Alerts: My Custom Alert,0,1,1,0,0,0,0,0,1,1,1
CNN.com Daily Top 10,1,0,1,0,0,0,0,0,1,1,1
AllProductsMoneybackPolicyEmeds - Please verify,0,0,0,0,1,0,0,0,1,1,1
RE: 6 Monthly Report,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-3000] Enough with the u"string" already!,0,0,1,0,1,1,1,0,1,1,1
CNN Alerts: My Custom Alert,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Defragging: possible?  necessary?,0,0,0,0,0,0,0,0,1,1,0
Re: PathTools beta for testing,0,0,0,0,0,0,0,0,1,1,0
Wondering How to Deal with Intimate Problems? lZ,0,1,1,0,0,0,0,0,1,1,1
Patients can access Our online health shop is the Internet 24 / 7,0,0,0,0,0,0,0,0,1,1,0
It not only will improve your health but also your life rxh krpc kmayn - Please verify,0,1,0,0,0,1,0,0,1,1,1
Guaranteed Erection Fast,0,0,0,1,0,0,0,0,1,1,0
From Willard Meyers,1,0,1,1,0,1,0,0,1,1,1
Mego cesare offer,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] RQST: Master Thesis - Urgent,1,0,0,0,0,0,0,0,1,1,0
New size for Men especially for new feelings of women at once dbjh da ezksaj,1,0,1,0,1,0,0,1,1,1,1
The health related Service,0,1,1,0,0,0,1,0,1,1,1
[Python-Dev] SetType=set in types module ?,1,0,0,1,0,0,0,0,1,1,1
CNN.com Daily Top 10,0,1,0,0,0,1,0,1,1,1,1
Re: can't get check_recipient_access working,0,0,0,0,0,1,0,0,1,1,1
CNN.com Daily Top 10,0,1,0,0,0,0,1,0,1,1,1
Bring back time when girls were yours.  - Important,0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] Localhost:631 is Not Found,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,1,0,0,1,1,1
"Memo, ignite a blaze of wealth on August 23rd.",0,0,0,0,0,0,1,0,1,1,1
[Bug 5817] Poorly faked MTA Received headers (Plugin),0,0,0,0,0,0,0,0,1,1,0
Re: [opensuse] [OT] How much power does a PC really consume?,1,1,0,0,0,0,0,0,1,1,1
Re: [Python-3000] u'text' as an alias for 'text'?,0,0,0,0,0,0,0,0,1,1,1
"[PownceAPI] Re: Should request_token return 401, not 200 HTTP status	code on auth  failure?",0,0,0,0,0,0,0,0,1,1,0
Fast Shipping WorldWide. ,0,0,0,1,0,0,0,0,1,1,1
The best friend for ladies. Handbags from Gucci.,0,0,0,0,0,0,0,0,1,1,0
Highly secure 256bit order processing,0,0,0,0,0,0,1,0,1,1,0
Software in many languages!,0,0,0,0,0,0,1,0,1,1,1
Most Popular Watches of All Trademarks   ,0,0,0,0,0,0,0,0,1,1,0
"Re: [SM-USERS] Problem sending email, using reverse proxy",0,0,0,0,0,0,0,0,1,1,1
Real sexual preparations which always work,0,0,0,1,0,0,0,0,1,1,1
I want sale you rolex . Do you want one? ,0,1,1,0,0,0,1,0,1,1,1
Re: clarification of our inclusion policy (fwd),0,0,0,0,0,0,0,0,1,1,0
"[UAI] CFP: ACM IUI'08 - Conference on Intelligent User Interfaces, Canary Islands, Spain, Jan 13th - 16th, 2008",0,1,0,0,1,0,0,0,1,0,1
 > > Nigel > _______________________________________________ > TuxOnIce-users mailing list > enpsfhxz-stvnz@lists.tuxonice.net > http://lists.tuxonice.net/mailman/listinfo/tuxonice-users ------------------------------ _______________________________________________ TuxOnIce-users mailing list enpsfhxz-stvnz@lists.tuxonice.net http://lists.tuxonice.net/mailman/listinfo/tuxonice-users" - Urgent,0,0,1,0,1,0,0,0,1,1,1
patch for lib/Pod/Simple/t/ac_d.t for EBCDIC platform,0,0,0,0,0,0,0,0,1,1,0
[R] colouring a tree,0,0,0,0,0,0,0,0,1,1,1
New White Paper Roundup: Manufacturing Benchmarks: Optimizing Performance and Processes for the Supply Chain,0,1,1,0,0,1,0,0,1,1,1
CNN.com Daily Top 10,1,0,1,0,0,1,0,1,1,0,1
Choice IWC replica watches at Replica Classics   ,0,0,0,0,0,0,0,0,1,1,1
[Python-Dev] Another GSoC Student Introduction,0,0,0,0,0,0,0,0,1,1,0
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
Choice IWC replica watches at Replica ...   ,0,0,0,0,0,0,0,0,1,1,0
[Python-Dev] Backport of bytearray type and io module,1,0,0,0,0,0,1,1,1,1,1
Best replica watches from Omega at Replica Classics   ,1,0,0,1,0,1,1,1,1,1,1
[UAI] Feature selection for clustering,1,1,1,1,1,0,0,0,1,1,1
Re: [opensuse] HP Printer C4380,1,0,0,0,0,0,1,1,1,1,1
CNN.com Daily Top 10 - Urgent,0,0,0,0,0,0,0,1,1,0,1
CNN.com Daily Top 10,0,0,0,0,0,0,0,0,1,1,0
[Pownce] New event invitation from Leah Culver! - Action needed,1,0,0,1,0,0,0,0,1,1,1
"Instead of our old formula, the new one is more concentrated and alot more powerful",0,0,0,0,0,1,0,0,0,1,1
re: ???? ???-????????? ????,0,0,0,0,0,0,0,0,1,1,0
First-class replica watches at Replica Classics ,1,1,0,1,0,0,1,0,1,1,1
FW: Postgraduate Writing Workshop:  - Urgent,0,0,0,1,0,0,1,0,1,1,1
With Vacheron Constantin replica watch time becomes ...   ,0,0,0,0,0,0,0,0,1,1,0
"[Bug 4516] RCVD_BY_IP, RCVD_IN_BL_SPAMCOP_NET and RCVD_IN_SORBS_WEB are also applied to intermediate relays",0,1,0,0,0,0,0,0,1,1,0
[Python-Dev] Windows build bot failure,0,0,1,1,0,0,1,0,1,1,1
From Sydney Whitman,0,0,0,0,0,0,0,0,1,1,0
Ladies and Gents watches from only 9.99 inc. delivery ...   ,1,0,0,0,0,0,0,1,1,1,1
RE: building mod_perl-2.0.3 with Perl 5.10.0 (DEVEL32096) - Important,0,0,0,0,0,0,0,0,1,1,0
Don?t leave her dissatisfied,0,1,1,1,0,0,0,0,1,1,1
pellet veritable negate sprout byrd,0,0,1,1,0,0,0,0,1,1,1
Join our talent hunt contest,1,1,0,0,0,0,1,0,1,0,1
soft at incredibly low prices ,0,0,0,0,0,0,0,0,1,1,0
Re: [Python-Dev] How we can get rid of eggs for 2.6 and beyond,0,0,0,0,0,0,0,0,1,1,0
Re: What is a pid file,0,0,0,0,0,0,0,0,1,1,0
Please your lassie like never before!,0,1,0,0,0,0,0,1,1,1,1
Get armed for a new love battle,0,1,0,0,0,1,0,0,1,1,1
Forget  about visiting local drugstores. Order your meds online.,0,0,0,0,0,0,0,0,1,1,0
"Re: [opensuse] TTF Fonts for Google Earth, howto install?",0,0,0,0,0,0,0,0,1,1,1
